記事番号,棚,ファイル名,確認が必要な記述,検出バッチ,確認結果（OK／要修正）,確認者,確認日
316,trend,316_trend_rice-cooker-tips.md,炊飯器の寿命6〜10年、内釜のフッ素加工は3〜5年で劣化という数値の一次情報（民間記事では6〜10年が通説）,jr_053,,,
317,trend,317_trend_stir-fry-heat.md,IHの熱効率約90%／ガス約40〜55%を資源エネルギー庁が公表しているか（民間サイトで広く引用されるが一次資料は未確認）,jr_053,,,
317,trend,317_trend_stir-fry-heat.md,"IHクッキングヒーターの最大2,000〜3,000Wという出力レンジ",jr_053,,,
317,trend,317_trend_stir-fry-heat.md,日本ガス石油機器工業会（jgka.or.jp）にこんろの火力とSiセンサーを扱うページがあるか,jr_053,,,
317,trend,317_trend_stir-fry-heat.md,消費者庁「フッ素樹脂加工のフライパン・鍋の空焚きに注意」という資料の実在（空焚きの注意喚起はNITE・メーカー側で確認できたが、同名の消費者庁資料は見当たらない）,jr_053,,,
318,trend,318_trend_fish-grill.md,東京消防庁の火災統計における「受け皿にたまった油が原因のグリル火災」の件数・毎年の報告（こんろが住宅火災の出火原因上位であることは確認できたが、グリル受け皿に限った統計は未確認）,jr_053,,,
318,trend,318_trend_fish-grill.md,消費者庁「調理中の火災・やけどに注意」という資料の実在とURL,jr_053,,,
318,trend,318_trend_fish-grill.md,重曹水（40℃、水1Lに大さじ2）で30分という具体的な配合・時間の根拠,jr_053,,,
319,trend,319_trend_using-an-oven.md,家電製品協会「電子レンジ・オーブンレンジの上手な使い方」の実在（電子レンジの安全・正しい使い方はJEMAが公開）,jr_053,,,
319,trend,319_trend_using-an-oven.md,日本のレンジ一体型20〜30L／海外の据置型60〜70Lという容量比較,jr_053,,,
319,trend,319_trend_using-an-oven.md,表示温度と実温が10〜30℃ずれる、コンベクションは10〜20℃下げる、扉を開けると数十℃下がるという各数値,jr_053,,,
320,trend,320_trend_osechi.md,「三が日は台所の火を使わない／女性も休む」という由来と江戸時代の定着時期,jr_053,,,
320,trend,320_trend_osechi.md,冷凍おせちを冷蔵庫で1〜2日かけて解凍という各社の案内,jr_053,,,
320,trend,320_trend_osechi.md,市販の冷蔵おせちの消費期限が「1月1日中」など短いという製品実態（冷蔵2〜3日という一般的目安は確認できた）,jr_053,,,
320,trend,320_trend_osechi.md,農林水産省「おせち料理の由来と地域性」（maff.go.jp/j/keikaku/syokubunka/）の該当ページの存在と内容,jr_053,,,
331,wisdom,331_wisdom_the-oshiire-and-under-bed-storage.md,「2000年より前に建てられたほぼすべての日本の住宅に押入れがある」——住宅・土地統計調査（令和5年＝最新、次回2028年）に押入れの有無の集計は見当たらず、裏取りできませんでした。,jr_054,,,
331,wisdom,331_wisdom_the-oshiire-and-under-bed-storage.md,国土交通省「住宅の設計・収納」ページ（https://www.mlit.go.jp/jutakukentiku/house/）が押入れ寸法の根拠になっているか。go.jpに到達できず未確認。押入れ寸法は建築モジュール（尺貫法・半間）由来で、国の基準ではない点に注意。,jr_054,,,
332,wisdom,332_wisdom_the-household-first-aid-box.md,「点検は3月1日と9月1日」——9月1日（防災の日）は定着していますが、3月1日を全国的な家庭の点検日とする公的な根拠は見つかりませんでした（3月1〜7日は春の全国火災予防運動）。,jr_054,,,
332,wisdom,332_wisdom_the-household-first-aid-box.md,「置き薬（配置販売業）は富山の江戸期由来で今も農村部を支えている」——制度の存続は確かですが、現在の世帯カバー状況を示す統計は確認できませんでした。,jr_054,,,
333,wisdom,333_wisdom_reusing-bath-water.md,「すすぎは水道水」というルールが『メーカー・水道局・消費者団体の公式ルール』であること——東京都水道局系の解説では「洗いは残り湯、すすぎは水道水」が基本として示されますが、国民生活センター等の一次資料は未確認。,jr_054,,,
333,wisdom,333_wisdom_reusing-bath-water.md,「日本で売られている洗濯機のほとんどに風呂水ポンプホースが付く」——日本電機工業会（jema-net.or.jp）に該当の統計ページを確認できず。ドラム式では非搭載機種が増えている点も未検証。,jr_054,,,
334,wisdom,334_wisdom_everyday-tea-habits.md,リーフ緑茶の世帯購入量「年約600g、2000年代初頭は約1kg」——家計調査の該当年次の実数を確認できませんでした（MAFF資料は平成20年比約3割減とのみ）。人手で家計調査（品目分類「緑茶」購入数量）の確認が必要。,jr_054,,,
335,wisdom,335_wisdom_the-nukadoko-pickling-bed.md,「100年以上と称するぬか床が市販されている」「糠のB群ビタミンが野菜表面に移る」——一般に流布する説明ですが、公的・学術の一次情報では裏取りできませんでした。,jr_054,,,
335,wisdom,335_wisdom_the-nukadoko-pickling-bed.md,漬け時間（きゅうり4〜12時間、なす12〜24時間ほか）——伝統的な目安として一般的で、公的基準はありません。,jr_054,,,
336,wisdom,336_wisdom_homemade-miso-and-koji.md,'Making miso at home has revived in Japan since the 2010s' and 'miso-making workshops fill every January' — no statistic found for the revival or workshop numbers.,jr_055,,,
336,wisdom,336_wisdom_homemade-miso-and-koji.md,"'under 10% is not recommended' for room-temperature ageing — widely repeated by kōji shops, but no official standard found setting 10% as a floor.",jr_055,,,
336,wisdom,336_wisdom_homemade-miso-and-koji.md,"Home kōji-making conditions '35°C, 48 hours, precise humidity' — consistent with commercial seikiku practice but not confirmed against a primary source.",jr_055,,,
336,wisdom,336_wisdom_homemade-miso-and-koji.md,"Yield 'about 4 kg' and 'final salt about 11–12%' — arithmetic checks out against standard recipes (1 kg dry soy → ~2.3 kg boiled + 1 kg kōji + 0.45 kg salt), but no association-published table found.",jr_055,,,
337,wisdom,337_wisdom_heated-carpets-and-floor-heating.md,'Air heating at 20°C leaves the floor at 15°C' — no measurement source found.,jr_055,,,
337,wisdom,337_wisdom_heated-carpets-and-floor-heating.md,"'¥50–150 per day' for hot-water floor heating in a living room — consumer sites give roughly ¥94–100 for 8 h in a 6-mat room, so the range is plausible but not sourced to the Agency for Natural Resources and Energy.",jr_055,,,
337,wisdom,337_wisdom_heated-carpets-and-floor-heating.md,"Hot carpet surface temperature '40–45°C' — consistent with the 44°C/3–4 h low-temperature-burn threshold NITE cites, but the surface figure itself was not confirmed from a manufacturer or NITE page.",jr_055,,,
338,wisdom,338_wisdom_balcony-gardening-and-green-curtains.md,"'A wet 40 L planter is ~50 kg' — not confirmed; the 180 kg/m² balcony load figure IS confirmed (Building Standards Act Enforcement Order Art. 85, 1800 N/m²).",jr_055,,,
338,wisdom,338_wisdom_balcony-gardening-and-green-curtains.md,"'Itabashi, Yokohama, Kyoto distribute gōya seeds and run contests' — Yokohama and Kyoto green-curtain programmes confirmed; the seed distribution and contests for each named city were not individually checked.",jr_055,,,
338,wisdom,338_wisdom_balcony-gardening-and-green-curtains.md,"'planters 30–40 L with 2–3 plants per metre' — grower guides recommend about 20 L and one plant per container, so 2–3 plants per 30–40 L may be crowded; needs a municipal green-curtain guide to settle.",jr_055,,,
339,wisdom,339_wisdom_mottainai-and-packaging.md,'Over-packaging complaints now appear in consumer surveys as a reason to avoid a product' — no survey found.,jr_055,,,
339,wisdom,339_wisdom_mottainai-and-packaging.md,"The exact '32 kg' UNEP per-capita figure — the Japan-second-after-USA ranking is confirmed, the 32 kg number was not found in the reachable snippets of the 2018 report.",jr_055,,,
340,wisdom,340_wisdom_umbrella-etiquette.md,"'Some cities now run umbrella-sharing schemes' — iKasa is a private company operating at stations and shops, not a municipal scheme; its ¥140/24 h price IS confirmed.",jr_055,,,
340,wisdom,340_wisdom_umbrella-etiquette.md,"The 120–130 million umbrellas/year figure is universally attributed to JUPA in secondary sources, but no JUPA page stating it was reachable; the same for 'a large share are vinyl' (secondary sources say over 60%, ~80 million).",jr_055,,,
341,beauty,341_beauty_reading-cosmetic-ingredient-lists.md,「キャリーオーバー（原料由来の微量成分）は表示義務なし」の根拠通知を原文で確認できていない（厚労省通知・粧工会の表示自主基準に当たる必要）。,jr_056,,,
341,beauty,341_beauty_reading-cosmetic-ingredient-lists.md,「訴求成分（〇〇エキス）は1%以下の後半に表示されることが多い」は一般論で、統計的な裏づけは確認できず。,jr_056,,,
342,beauty,342_beauty_cotton-vs-hands-for-toner.md,「パッティング（叩く）は赤み・色素沈着の原因になり皮膚科では勧められない」の出典（日本皮膚科学会の該当Q&A番号）を特定できず。,jr_056,,,
342,beauty,342_beauty_cotton-vs-hands-for-toner.md,コットンパックは「3分程度」で外すという目安。乾燥時に水分を奪うという理屈は一般的だが、3分という数字の一次情報は未確認。,jr_056,,,
342,beauty,342_beauty_cotton-vs-hands-for-toner.md,化粧水の使用量の目安（コットンで約500円硬貨大、手で100円硬貨大〜）はメーカー案内で、公的な基準は確認できず。,jr_056,,,
343,beauty,343_beauty_booster-serums.md,「導入美容液は角層をやわらげ次の化粧水のなじみをよくする」という位置づけは業界慣用の説明で、公的資料での裏づけは未確認。,jr_056,,,
344,beauty,344_beauty_seasonal-skin-changes.md,「2週間以上続く赤み・かゆみは受診」の2週間という目安の出典は未確認。,jr_056,,,
