記事番号,棚,ファイル名,現在の記述,修正案,根拠,出典,検出バッチ,採否,対応日
338,wisdom,338_wisdom_balcony-gardening-and-green-curtains.md,"Municipal measurements: **window surface 5–10°C cooler**, indoor **1–3°C cooler**","Municipal measurements: **surface about 10°C cooler behind the leaves** (33°C against 45°C on sunlit concrete in one measurement), indoor **1–3°C cooler**",Published municipal and prefectural green-curtain measurements report roughly a 12°C surface difference (33.0°C vs 45.5°C) and about 80% of solar heat blocked — the 5–10°C range understates the figure actually published.,https://www.kcfca.or.jp/project/green-curtain/introduction/; https://ondankataisaku.env.go.jp/coolchoice/green/secret.html,jr_055,,
338,wisdom,338_wisdom_balcony-gardening-and-green-curtains.md,"| Water | **Daily, morning**; a **30 L planter dries in a day in August** |","| Water | **Daily in the morning, and again in the evening in midsummer**; a **30 L planter dries in a day in August** |",Municipal and grower guides for gōya green curtains specify watering morning and evening in high summer; the article's own 'dries in a day' figure contradicts once-daily watering.,https://www.earth.jp/earthgarden/howto/yasai/greencurtain.html; https://saien-guide.com/plants/goya/,jr_055,,
338,wisdom,338_wisdom_balcony-gardening-and-green-curtains.md,"**Morning watering, saucers or self-watering planters**, and mulch.","**Morning and evening watering, saucers or self-watering planters**, and mulch.",Same point as the table row: gōya growing guides call for two waterings a day in midsummer.,https://www.earth.jp/earthgarden/howto/yasai/greencurtain.html,jr_055,,
338,wisdom,338_wisdom_balcony-gardening-and-green-curtains.md,Ivy and perennial climbers damage walls and are banned.,"Ivy and perennial climbers can damage walls, and many condominium rules prohibit them.","There is no general legal ban; it is a matter of individual building bylaws, so the flat 'are banned' overstates.",https://www.mlit.go.jp/jutakukentiku/house/,jr_055,,
338,wisdom,338_wisdom_balcony-gardening-and-green-curtains.md,https://ondankataisaku.env.go.jp/coolchoice/,https://ondankataisaku.env.go.jp/coolchoice/green/,"The Ministry of the Environment's Green Curtain Project has its own page at /coolchoice/green/; the bare /coolchoice/ address is the old campaign top page, now run under 'Deco-katsu'.",https://ondankataisaku.env.go.jp/coolchoice/green/; https://ondankataisaku.env.go.jp/decokatsu/,jr_055,,
339,wisdom,339_wisdom_mottainai-and-packaging.md,| Plastic waste per person | **about 32 kg a year** — second highest in the world after the US | UNEP (2018) |,| Single-use plastic *packaging* waste per person | **about 32 kg a year** — second highest in the world after the US | UNEP (2018) |,"The UNEP 2018 ranking that puts Japan second after the USA is for plastic *packaging* waste per capita, not all plastic waste; as written the row overstates the scope.",https://www.unep.org/resources/report/single-use-plastics-roadmap-sustainability; https://www.iges.or.jp/en/publication_documents/pub/reportchapter/en/12341/PlasticAtlasAsia2022_en_WEB_1.pdf,jr_055,,
339,wisdom,339_wisdom_mottainai-and-packaging.md,bag refusal rate rose from ~30% to **over 70%**,"the share of people who went a week without taking a bag rose from **30% to 72%** (MoE survey, March–November 2020)","The 30%→70% pair comes from the Ministry of the Environment's 'Reduce Plastic Bags Challenge' survey measuring people who used no bag for a week (30.4% in March 2020, 71.9% in November 2020) — not a till-level refusal rate.",https://www.env.go.jp/press/108761.html; https://www.env.go.jp/content/000050376.pdf,jr_055,,
341,beauty,341_beauty_reading-cosmetic-ingredient-lists.md,| 医薬部外品 | **有効成分を先に「有効成分：」として表示**、他は「その他の成分」。**全成分表示は自主基準**（多くのメーカーが実施） |,| 医薬部外品 | **有効成分を先に「有効成分：」として表示**、他は「その他の成分」。**全成分表示は2006年4月からの業界自主基準**（法的義務ではない） |,医薬部外品は2001年の表示制度改正の対象外で、2006年4月から日本化粧品工業連合会など関係団体の自主基準により全成分表示が行われている。,https://www.kao.com/jp/binkanhada/ingredient_01_04/; https://www.tmiph.metro.tokyo.lg.jp/k_yakuji/i-kanshi/c_label/,jr_056,,
341,beauty,341_beauty_reading-cosmetic-ingredient-lists.md,https://www.jcia.org/user/business/ingredients,https://www.jcia.org/user/business/ingredients/namelist,「化粧品の成分表示名称リスト」（表示名称・INCI名で検索できるページ）の実際のURLは /user/business/ingredients/namelist 。,https://www.jcia.org/user/business/ingredients/namelist,jr_056,,
342,beauty,342_beauty_cotton-vs-hands-for-toner.md,- **「浸透」**は化粧品では**角層まで**（適正広告ガイドライン）。**コットンだから深く入る、手だから体温で入る**といった主張に**公的な根拠はありません。**,- **「浸透」**は化粧品では**角質層まで**（日本化粧品工業会「化粧品等の適正広告ガイドライン」）。**コットンだから深く入る、手だから体温で入る**といった主張に**公的な根拠はありません。**,適正広告ガイドラインは「作用部位が角質層であることを明記する」ことを条件に「浸透」の表現を認めており、公的資料の用語は「角質層」。同ガイドラインは2020年版が現行で、2026年7月24日に改訂α版が公開されている。,https://www.jcia.org/user/business/guideline/appropriateadvertising; https://www.jcia.org/user/common/download/business/advertising/JCIA20200615_ADguide.pdf,jr_056,,
343,beauty,343_beauty_booster-serums.md,| 代替 | **洗顔後すぐ（30秒以内）に化粧水をつける**だけで、なじみは大きく変わるとされる |,| 代替 | **洗顔後、時間をあけずに化粧水をつける**だけでも、なじみの感じ方は変わります（「30秒以内」という数字に公的な根拠はありません） |,「洗顔・入浴後◯秒以内」は業界で広まった目安で、公的な根拠はない。健常成人で入浴直後と30分後の保湿を比べた報告では有意差がなかったとされる。,https://www.aoitori-clinic.com/blog/2025/12/3-4-871072.html; https://www.kenei-pharm.com/lumild/column/dry_skin/column16/,jr_056,,
344,beauty,344_beauty_seasonal-skin-changes.md,- **紫外線量は3月から急増し、5〜8月がピーク**（気象庁）。**春に「まだ弱い」と油断する**のが、日焼け止めを始める時期を遅らせる典型です。,- **紫外線量は3月から増え始め、5〜8月が高く、ピークは7〜8月**（気象庁）。**春に「まだ弱い」と油断する**のが、日焼け止めを始める時期を遅らせる典型です。,気象庁のUVインデックス月平均値では7月・8月が最も高く（「非常に強い」域）、5〜6月がこれに次ぐ。「5〜8月がピーク」より幅を持たせた表現が正確。,https://www.data.jma.go.jp/env/uvhp/uvimax_monthave_tsu.html,jr_056,,
344,beauty,344_beauty_seasonal-skin-changes.md,| **春→夏（6〜7月）** | 湿度**75%超**、気温**30℃**、汗と皮脂 | べたつき、汗による刺激、マスク下の蒸れ |,| **春→夏（6〜7月）** | 湿度**75%前後**、日最高気温**30℃前後**（日平均は23〜26℃）、汗と皮脂 | べたつき、汗による刺激、マスク下の蒸れ |,東京の平年値では6〜7月の相対湿度は75%前後、日平均気温は6月23℃台・7月25℃台で、30℃は日最高気温のレベル。「気温30℃」は日平均と誤読されうる。,https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=44&block_no=47662,jr_056,,
344,beauty,344_beauty_seasonal-skin-changes.md,https://www.data.jma.go.jp/gmd/env/uvhp/,https://www.data.jma.go.jp/env/uvhp/info_uv.html,気象庁サイトの /gmd/ 配下は旧URL。現在の紫外線データ集は https://www.data.jma.go.jp/env/uvhp/info_uv.html 。気温・湿度の平年値は https://www.data.jma.go.jp/stats/etrn/view/nml_sfc_ym.php?prec_no=44&block_no=47662 。,https://www.data.jma.go.jp/env/uvhp/info_uv.html,jr_056,,
344,beauty,344_beauty_seasonal-skin-changes.md,- 環境省「花粉症環境保健マニュアル」   https://www.env.go.jp/chemi/anzen/kafun/manual.html,- 環境省「花粉症環境保健マニュアル2022」（2022年3月改訂版）   https://www.env.go.jp/chemi/anzen/kafun/2022_full.pdf,記事のURLは「2014年1月改訂版」のページ。最新は2022年3月改訂版（令和4年3月）で、環境省が2022年3月に改訂を報道発表している。,https://www.env.go.jp/press/110679.html; https://www.env.go.jp/chemi/anzen/kafun/2022_full.pdf,jr_056,,
345,beauty,345_beauty_eyelash-serums.md,| **医薬品（処方）** | **ビマトプロスト外用**（睫毛貧毛症治療薬） | **まつげの成長**（承認された効能） | **医師の処方**。副作用：**色素沈着・充血・虹彩の色の変化・眼圧への影響** |,| **医薬品（処方）** | **ビマトプロスト外用**（睫毛貧毛症治療薬、2014年3月承認） | **まつげの成長**（承認された効能） | **医師の処方**。副作用：**皮膚の色素沈着・結膜充血**など。**虹彩色素過剰・上眼瞼溝深化は海外で報告** |,グラッシュビスタ（ビマトプロスト外用液0.03%）は2014年3月24日承認。国内臨床試験での皮膚色素過剰は3.4%（87例中3例）。虹彩色素過剰・眼瞼溝深化は海外報告で、国内試験では報告されていない。,https://medical.nikkeibp.co.jp/leaf/all/series/drug/update/201407/537464.html; https://passmed.co.jp/di/archives/133,jr_056,,
346,beauty,346_beauty_bath-and-skin.md,- 消費者庁「冬季に多発する高齢者の入浴中の事故に注意」   https://www.caa.go.jp/policies/policy/consumer_safety/caution/,- 消費者庁「冬季に多発する高齢者の入浴中の事故に御注意ください！——自宅の浴槽内での不慮の溺水事故が増えています」   https://www.caa.go.jp/policies/policy/consumer_safety/caution/caution_042,現行URLは注意喚起の一覧ページで、本文が参照している資料そのものを指していない。正式名称も「御注意ください！」。個別ページはcaution_042。,https://www.caa.go.jp/policies/policy/consumer_safety/caution/caution_042,jr_057,,
346,beauty,346_beauty_bath-and-skin.md,- 公益社団法人日本皮膚科学会「皮膚科Q&A　皮脂欠乏症（乾皮症）」   https://www.dermatol.or.jp/qa/,- 公益社団法人日本皮膚科学会「皮脂欠乏症診療の手引き 2021」   https://www.dermatol.or.jp/uploads/uploads/files/guideline/131_2255.pdf - 公益社団法人日本皮膚科学会「皮膚科Q&A」   https://www.dermatol.or.jp/qa/index.html,日本皮膚科学会は2021年に「皮脂欠乏症診療の手引き 2021」を公開しており、本文の生活指導の根拠としてはこちらが一次資料。現行URLはQ&Aのトップで、皮脂欠乏症の個別項目を指していない。,https://www.dermatol.or.jp/medical/news/2426/; https://www.jstage.jst.go.jp/article/dermatol/131/10/131_2255/_article/-char/ja/,jr_057,,
346,beauty,346_beauty_bath-and-skin.md,- 厚生労働省 e-ヘルスネット「入浴と健康」   https://kennet.mhlw.go.jp/information/information/index.html,- 厚生労働省 e-ヘルスネット「快眠と生活習慣」（入浴と体温）   https://kennet.mhlw.go.jp/information/information/heart/k-01-004.html,e-ヘルスネットに「入浴と健康」という記事は確認できず、現行URLはサイトのトップ（生活習慣病などの情報）。入浴に触れているのは「快眠と生活習慣」。,https://kennet.mhlw.go.jp/information/information/heart/k-01-004.html; https://kennet.mhlw.go.jp/information/information/index.html,jr_057,,
